"","Term","P.value","Z.score","Genes"
"886","glycerolipid metabolic process (GO:0046486)",0.754366550025427,2.20350806626502,"PHOSPHO1;SMPD4;INPP5F"
"887","epidermis development (GO:0008544)",0.799198979771217,2.79482060277291,"WNT10A"
"888","phospholipid biosynthetic process (GO:0008654)",0.760280471479929,2.29327545306222,"PHOSPHO1;FADS1"
"889","positive regulation of cell division (GO:0051781)",0.799198979771217,2.80846477275269,"TGFB3"
"890","axis specification (GO:0009798)",0.276654174286436,0.490331276895514,"SMAD4;WLS"
"891","pattern specification process (GO:0007389)",0.753528185177673,2.23253284207596,"SMAD4;ACVR2A;WLS;TGFBR2"
"892","regulation of cell projection assembly (GO:0060491)",0.799198979771217,2.82841053733752,"TGFB3"
"893","regulation of purine nucleotide biosynthetic process (GO:1900371)",0.796486282462179,2.79424384151874,"AKAP5"
"894","regulation of nucleotide biosynthetic process (GO:0030808)",0.796486282462179,2.79657377411972,"AKAP5"
"895","positive regulation of Ras GTPase activity (GO:0032320)",0.746151838879663,2.17320039169767,"FGD6;CCL11;VAV2"
"896","response to peptide (GO:1901652)",0.751727193959117,2.24351575175543,"DOK1;TRIB3;FADS1;ADCY5"
"897","regulation of mitotic cell cycle (GO:0007346)",0.416217460125811,0.731830991299872,"PSMA5;MTBP;CRADD;CDKN2A;PSME4;CASP2"
"898","ATP metabolic process (GO:0046034)",0.738838601152959,2.11953430182231,"KIF2A;KIF16B;PEX1;ATP5J2"
"899","positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)",0.796486282462179,2.82082544828198,"CD27"
"900","embryonic organ development (GO:0048568)",0.796486282462179,2.82090612598644,"TGFBR2"
"901","regulation of DNA replication (GO:0006275)",0.793737078489148,2.79713902546015,"TGFB3"
"902","negative regulation of cellular component organization (GO:0051129)",0.755892564003878,2.31723685441166,"FAP;NR1H2;SHROOM2;DNMT3B;LRRC16A"
"903","negative regulation of protein serine/threonine kinase activity (GO:0071901)",0.793737078489148,2.82724319046849,"CDKN2A"
"904","positive regulation of stress-activated MAPK cascade (GO:0032874)",0.793737078489148,2.83121369825961,"CD27"
"905","response to organophosphorus (GO:0046683)",0.793737078489148,2.85215147642949,"REN"
"906","cell morphogenesis (GO:0000902)",0.755510413739678,2.35015550302239,"SMAD4;SHROOM2"
"907","cation homeostasis (GO:0055080)",0.740984386647461,2.19878459543196,"CCL11;SLC11A1;CCR6;SOD1;TMEM165"
"908","cellular amino acid catabolic process (GO:0009063)",0.790950878370049,2.81715280417683,"FTCD"
"909","positive regulation of cellular component biogenesis (GO:0044089)",0.420332660794325,0.762440366362234,"TMEM27;CCL11;TGFB3;LRRC16A"
"910","organelle fission (GO:0048285)",0.431627717636036,0.788123602649533,"ANKLE2;ERCC6L;KIF2A;DCTN3;SPDYA"
"911","neuron migration (GO:0001764)",0.788127186134473,2.78194283748319,"MDGA1"
"912","Fc-epsilon receptor signaling pathway (GO:0038095)",0.752333056128736,2.32881934825542,"NR4A1;TRIB3;VAV2"
"913","regulation of cyclic nucleotide biosynthetic process (GO:0030802)",0.788127186134473,2.80815818452421,"AKAP5"
"914","sensory perception of light stimulus (GO:0050953)",0.740708273232554,2.2318192483538,"GUCY2D;TULP1"
"915","organic acid catabolic process (GO:0016054)",0.745725203279887,2.29386974321368,"CROT;FTCD"
"916","carboxylic acid catabolic process (GO:0046395)",0.745725203279887,2.29630639720868,"CROT;FTCD"
"917","regulation of lymphocyte proliferation (GO:0050670)",0.392048135050014,0.720197455147203,"IL21;CDKN2A;IL18"
"918","regulation of protein complex disassembly (GO:0043244)",0.286477558186317,0.541435381502633,"SHROOM2;LRRC16A"
"919","fatty acid metabolic process (GO:0006631)",0.720198369681813,2.07465550753631,"FADS3;CROT;FADS1"
"920","positive regulation of ERK1 and ERK2 cascade (GO:0070374)",0.785265499310836,2.82856936744998,"SEMA7A"
"921","regulation of mononuclear cell proliferation (GO:0032944)",0.395618910620439,0.737454329581912,"IL21;CDKN2A;IL18"
"922","regulation of muscle contraction (GO:0006937)",0.78236530851368,2.79848826211962,"SOD1"
"923","visual perception (GO:0007601)",0.733025019732463,2.22272625870303,"GUCY2D;TULP1"
"924","regulation of protein kinase B signaling (GO:0051896)",0.78236530851368,2.81369246878937,"INPP5F"
"925","negative regulation of DNA metabolic process (GO:0051053)",0.286477558186317,0.556334641703764,"APOBEC3F;TGFB3"
"926","neuron projection guidance (GO:0097485)",0.719564064672614,2.11622845943508,"SMAD4;SEMA7A;FEZ2;VAV2"
"927","axon guidance (GO:0007411)",0.719564064672614,2.11859451356387,"SMAD4;SEMA7A;FEZ2;VAV2"
"928","regulation of axonogenesis (GO:0050770)",0.78236530851368,2.84205568169753,"SEMA7A"
"929","anion transmembrane transport (GO:0098656)",0.399184205015975,0.762292282729235,"SLC36A1;SLC7A5;ANO4"
"930","cellular response to cytokine stimulus (GO:0071345)",0.43299332489491,0.838152227710665,"SMPD4;IFNB1;IL24;CCR6;KLK9;GAPDH;PRLR"
"931","positive regulation of MAP kinase activity (GO:0043406)",0.738168344088361,2.31255370989333,"TGFB3;SOD1"
"932","positive regulation of GTPase activity (GO:0043547)",0.45666218398553,0.898423379659741,"RGS5;FGD6;CCL11;RGS19;SH3BP1;RGS1;VAV2"
"933","positive regulation of GTP catabolic process (GO:0033126)",0.458805004763858,0.904488098120424,"RGS5;CCL11;RGS19;FGD6;SH3BP1;RGS1;VAV2"
"934","negative regulation of phosphorylation (GO:0042326)",0.431627717636036,0.839190363489896,"GCKR;ITCH;ANKLE2;CDKN2A;TRIB3"
"935","regulation of cAMP metabolic process (GO:0030814)",0.779426097817879,2.83174797290832,"AKAP5"
"936","cellular response to insulin stimulus (GO:0032869)",0.733025019732463,2.27620204558945,"DOK1;TRIB3"
"937","protein-DNA complex assembly (GO:0065004)",0.779426097817879,2.83894535386488,"TSPYL1"
"938","gonad development (GO:0008406)",0.776447344104475,2.79720184877552,"REN"
"939","regulation of vasculature development (GO:1901342)",0.738168344088361,2.3404679601137,"CCL11;TGFBR2"
"940","response to peptide hormone (GO:0043434)",0.713582455304563,2.11352978972013,"DOK1;TRIB3;FADS1;ADCY5"
"941","ethanolamine-containing compound metabolic process (GO:0042439)",0.291384402129914,0.580787780792967,"PHOSPHO1;SMPD4"
"942","striated muscle tissue development (GO:0014706)",0.310961800855487,0.614189005600192,"COL14A1;PITX1"
"943","positive regulation of cytokine production (GO:0001819)",0.436820523922837,0.866405415962613,"IL21;SEMA7A;SLC11A1;IL18;SOD1"
"944","lipid transport (GO:0006869)",0.727796368013865,2.26038398833525,"CROT;GULP1"
"945","platelet degranulation (GO:0002576)",0.291384402129914,0.582791315710302,"TGFB3;SOD1"
"946","mitochondrial transport (GO:0006839)",0.773428517460268,2.80572744917878,"ATP5J2"
"947","carboxylic acid biosynthetic process (GO:0046394)",0.701784626018314,2.03683998066082,"FADS3;MTAP;FADS1"
"948","organic acid biosynthetic process (GO:0016053)",0.701784626018314,2.03915032691112,"FADS3;MTAP;FADS1"
"949","regulation of peptide secretion (GO:0002791)",0.725149783322802,2.25278440307497,"TMEM27;AKAP5"
"950","guanosine-containing compound metabolic process (GO:1901068)",0.694647030714192,1.98928932584696,"SRL;KLK9;TUBA8"
"951","synapse organization (GO:0050808)",0.773428517460268,2.82260009052856,"TG"
"952","lymphocyte proliferation (GO:0046651)",0.291384402129914,0.588185826441884,"IFNB1;SLC11A1"
"953","regulation of exocytosis (GO:0017157)",0.776447344104475,2.87277445359709,"TMEM27"
"954","negative regulation of neurogenesis (GO:0050768)",0.725149783322802,2.26197616634893,"SOX2;MYCN"
"955","lung development (GO:0030324)",0.296286984370884,0.598495085593451,"MYCN;TBX4"
"956","detection of external stimulus (GO:0009581)",0.409844831928575,0.818863422973681,"SOX2;GUCY2D;TULP1"
"957","regulation of cellular amine metabolic process (GO:0033238)",0.296286984370884,0.601614747141581,"PSMA5;PSME4"
"958","response to retinoic acid (GO:0032526)",0.773428517460268,2.8541050631198,"SOX2"
"959","cellular response to peptide (GO:1901653)",0.704135554391168,2.09793675090919,"DOK1;TRIB3;ADCY5"
"960","embryonic skeletal system morphogenesis (GO:0048704)",0.291384402129914,0.597038742237788,"MYCN;TGFBR2"
"961","calcium ion homeostasis (GO:0055074)",0.706472378958956,2.11900537330011,"CCL11;CCR6;TMEM165"
"962","regulation of cellular response to stress (GO:0080135)",0.446741481904972,0.914120868574465,"ITCH;CDKN2A;CD27;SCARF1;ATG7;SOD1"
"963","regulation of leukocyte proliferation (GO:0070663)",0.413385852581017,0.834564897255844,"IL21;CDKN2A;IL18"
"964","stem cell maintenance (GO:0019827)",0.767268490144169,2.78767449646298,"SOX2"
"965","response to tumor necrosis factor (GO:0034612)",0.773428517460268,2.87607861136911,"SMPD4"
"966","positive regulation of ossification (GO:0045778)",0.301184558811076,0.61763690324885,"TGFB3;ACVR2A"
"967","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process (GO:0031145)",0.296286984370884,0.609635740961346,"PSMA5;PSME4"
"968","organ morphogenesis (GO:0009887)",0.449077627034326,0.92801513279259,"WNT10A;MYCN;TGFB3;SHROOM2;TBX4;TGFBR2"
"969","regulation of Ras GTPase activity (GO:0032318)",0.682288452877077,1.94806957575053,"FGD6;CCL11;SOD1;VAV2"
"970","organophosphate biosynthetic process (GO:0090407)",0.688501220363508,1.99617877176659,"PHOSPHO1;GUCY2D;FADS1;ATP5J2;ADCY5"
"971","positive regulation of T cell proliferation (GO:0042102)",0.301184558811076,0.621180877963975,"IL21;IL18"
"972","regulation of peptide hormone secretion (GO:0090276)",0.717079766704136,2.24230056056241,"TMEM27;AKAP5"
"973","myeloid leukocyte differentiation (GO:0002573)",0.301184558811076,0.62286941811507,"MITF;TGFBR2"
"974","multicellular organismal reproductive process (GO:0048609)",0.475880695701471,1.00724967678278,"THEG;CCNI;TESK1;TDRD6;ACVR2A;PCDHGA9;SOD1"
"975","negative regulation of epithelial cell proliferation (GO:0050680)",0.770369080881282,2.87443716981435,"SOX2"
"976","regulation of establishment of protein localization (GO:0070201)",0.699916988214269,2.10569488368607,"SMAD4;CDKN2A;TGFB3;IL18;CD27"
"977","detection of abiotic stimulus (GO:0009582)",0.420447767589924,0.867398652417039,"SOX2;GUCY2D;TULP1"
"978","mRNA splicing, via spliceosome (GO:0000398)",0.416920237463499,0.859181018379502,"HNRNPA2B1;SNRPB2;HNRNPH3"
"979","regulation of MAP kinase activity (GO:0043405)",0.704135554391168,2.14417105844998,"TGFB3;TRIB3;SOD1"
"980","endosomal transport (GO:0016197)",0.711590204399006,2.21391661332501,"KIF16B;SNX8"
"981","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",0.416920237463499,0.861767263429518,"HNRNPA2B1;SNRPB2;HNRNPH3"
"982","embryonic appendage morphogenesis (GO:0035113)",0.315840076381064,0.65458873501518,"TBX4;PITX1"
"983","regulation of translation (GO:0006417)",0.682467390272181,1.97477030964866,"RPS5;PUM1;GAPDH"
"984","negative regulation of protein kinase activity (GO:0006469)",0.717079766704136,2.26968494129027,"CDKN2A;TRIB3"
"985","cellular response to nitrogen compound (GO:1901699)",0.692338638590506,2.06060218068838,"DOK1;IFNB1;DNMT3B;TRIB3;ADCY5"
"986","inorganic anion transmembrane transport (GO:0098661)",0.764126193806294,2.82888058782101,"ANO4"
"987","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)",0.301184558811076,0.63451893453902,"CRADD;CDKN2A"
"988","cellular response to oxygen levels (GO:0071453)",0.767268490144169,2.88051411646937,"ATG7"
"989","GTP metabolic process (GO:0046039)",0.667382097055941,1.88921062740236,"SRL;KLK9;TUBA8"
"990","embryonic limb morphogenesis (GO:0030326)",0.315840076381064,0.663791449439064,"TBX4;PITX1"
"991","peptidyl-serine phosphorylation (GO:0018105)",0.306076399570031,0.646417832747113,"IL24;TGFBR2"
"992","peptidyl-lysine acetylation (GO:0018394)",0.764126193806294,2.84540967766978,"MSL3"
"993","central nervous system development (GO:0007417)",0.764126193806294,2.84891479653498,"HPCAL4"
"994","reproductive structure development (GO:0048608)",0.684931745464994,2.02563956334828,"SOX2;REN;SOD1"
"995","response to oxygen levels (GO:0070482)",0.449794291404391,0.959793611020892,"SMAD4;TGFB3;NARFL;ATG7"
"996","nucleoside monophosphate catabolic process (GO:0009125)",0.651002837813727,1.79044076275857,"KIF2A;KIF16B;PEX1;ATP5J2"
"997","negative regulation of intracellular signal transduction (GO:1902532)",0.67355348081943,1.94641324110171,"IVNS1ABP;ITCH;WWC2;RFFL"
"998","maintenance of protein location (GO:0045185)",0.764126193806294,2.86469948737201,"ARL2BP"
"999","humoral immune response (GO:0006959)",0.679988800615035,1.99876275987555,"IFNB1;CCR6;PDCD1"
"1000","negative regulation of apoptotic signaling pathway (GO:2001234)",0.711590204399006,2.26630130152393,"IVNS1ABP;RFFL"
"1001","endoplasmic reticulum unfolded protein response (GO:0030968)",0.301184558811076,0.643493689534769,"ZBTB17;EXTL3"
"1002","purine nucleoside monophosphate catabolic process (GO:0009128)",0.646371369058482,1.77119282551138,"KIF2A;KIF16B;PEX1;ATP5J2"
"1003","cofactor metabolic process (GO:0051186)",0.659646953065537,1.86161100384459,"LDHB;CROT;FTCD"
"1004","small molecule catabolic process (GO:0044282)",0.455632592868392,0.986317611309246,"SMPD4;CROT;SCARF1;FTCD"
"1005","monovalent inorganic cation homeostasis (GO:0055067)",0.296286984370884,0.638686565179278,"SLC11A1;TMEM165"
"1006","translation (GO:0006412)",0.464351497922716,1.01285208193685,"SRP72;RPS5;RPL36;RPL29"
"1007","purine ribonucleoside monophosphate catabolic process (GO:0009169)",0.644040588067165,1.7679688152082,"KIF2A;KIF16B;PEX1;ATP5J2"
"1008","ribonucleoside monophosphate catabolic process (GO:0009158)",0.644040588067165,1.77038665295567,"KIF2A;KIF16B;PEX1;ATP5J2"
"1009","regulation of chromatin organization (GO:1902275)",0.760941633040374,2.85206194948656,"DNMT3B"
"1010","cellular response to peptide hormone stimulus (GO:0071375)",0.674988886466157,1.99088603223589,"DOK1;TRIB3;ADCY5"
"1011","regulation of type I interferon production (GO:0032479)",0.764126193806294,2.9116499234533,"ITCH"
"1012","lipid biosynthetic process (GO:0008610)",0.635966471461457,1.73324189339108,"FADS3;PHOSPHO1;CYB5R3;SMPD4;PRLR;FADS1"
"1013","mononuclear cell proliferation (GO:0032943)",0.301184558811076,0.653797669215273,"IFNB1;SLC11A1"
"1014","methylation (GO:0032259)",0.478772272611592,1.06607674804654,"SETD3;SUV39H1;DNMT3B;TRMT2B"
"1015","metal ion homeostasis (GO:0055065)",0.660746041708763,1.89578318307074,"CCL11;SLC11A1;CCR6;SOD1;TMEM165"
"1016","ATP catabolic process (GO:0006200)",0.632237144211991,1.71622438319749,"KIF2A;KIF16B;PEX1;ATP5J2"
"1017","positive regulation of JNK cascade (GO:0046330)",0.760941633040374,2.88083175822184,"CD27"
"1018","single-organism cellular localization (GO:1902580)",0.645655546906015,1.80005919023213,"SRP72;TGFB3;RPS5;RPL36;PEX1;RPL29"
"1019","single organism cell adhesion (GO:0098602)",0.669931954103087,1.97216433891752,"CSRP1;COL14A1;LMO7"
"1020","regulation of actin filament-based process (GO:0032970)",0.664817977305322,1.94640041359734,"CCL11;SHROOM2;LRRC16A"
"1021","organic anion transport (GO:0015711)",0.634617687942392,1.74770300685731,"SLC36A1;SLC7A5;SLC11A1;CROT"
"1022","cellular calcium ion homeostasis (GO:0006874)",0.674988886466157,2.02348874697455,"CCL11;CCR6;TMEM165"
"1023","positive regulation of organelle organization (GO:0010638)",0.662405039602579,1.93142547525317,"TMEM27;CCL11;DNMT3B;LRRC16A"
"1024","myeloid leukocyte activation (GO:0002274)",0.315840076381064,0.690432128995779,"SLC11A1;TGFBR2"
"1025","alcohol metabolic process (GO:0006066)",0.470288034416445,1.05636055175926,"PHOSPHO1;SMPD4;CYB5R3;GDPD1;SCARF1"
"1026","internal peptidyl-lysine acetylation (GO:0018393)",0.757714241578808,2.87465202127916,"MSL3"
"1027","positive regulation of inflammatory response (GO:0050729)",0.325572600637877,0.711276968173283,"IL21;IL18"
"1028","regulation of DNA metabolic process (GO:0051052)",0.467247037232753,1.04942048010474,"APOBEC3F;CDKN2A;TGFB3;YLPM1"
"1029","guanosine-containing compound catabolic process (GO:1901069)",0.63567254422838,1.76307807812576,"KLK9;SRL;TUBA8"
"1030","locomotory behavior (GO:0007626)",0.437975202945498,0.968438991307608,"ATG7;SOD1;ADCY5"
"1031","cellular amino acid biosynthetic process (GO:0008652)",0.757714241578808,2.88638042898158,"MTAP"
"1032","hematopoietic progenitor cell differentiation (GO:0002244)",0.757714241578808,2.88735492991292,"NARFL"
"1033","response to glucose (GO:0009749)",0.757714241578808,2.88770900725457,"TGFBR2"
"1034","mitochondrion organization (GO:0007005)",0.688739039321159,2.16213546764875,"CDKN2A;ATG7"
"1035","response to transition metal nanoparticle (GO:1990267)",0.757714241578808,2.90594804382656,"SOD1"
"1036","positive regulation of protein serine/threonine kinase activity (GO:0071902)",0.664817977305322,1.97618932959992,"TGFB3;SPDYA;SOD1"
"1037","monovalent inorganic cation transport (GO:0015672)",0.577869525753368,1.47358684523107,"SLC36A1;SHROOM2;TMEM38A;COX6C;ATP5J2"
"1038","GTP catabolic process (GO:0006184)",0.627425790518739,1.73557445718246,"KLK9;SRL;TUBA8"
"1039","regulation of cell adhesion (GO:0030155)",0.460049219143174,1.04447430159967,"CDKN2A;ZNF703;IL18;LRRC16A;PRLR"
"1040","positive regulation of protein secretion (GO:0050714)",0.757714241578808,2.92394939827628,"TGFB3"
"1041","carbohydrate derivative biosynthetic process (GO:1901137)",0.561493105817273,1.40608763472831,"MTAP;GUCY2D;EXTL3;ATP5J2;ADCY5"
"1042","ubiquitin-dependent protein catabolic process (GO:0006511)",0.508103098773468,1.20064245525313,"PSMA5;SOX2;ITCH;PSME4;RFFL"
"1043","central nervous system neuron differentiation (GO:0021953)",0.320710559070403,0.715569800034323,"SOX2;MDGA1"
